passenger_id,terminal_arrival_time,board_time,leave_time,destination_arrival_time,boarded_jeep,terminal
0,328,328,1799,2639,0,0
1,556,556,1799,2639,0,0
2,1265,1265,1799,2639,1,1
3,1312,1312,1799,2639,0,0
4,1430,1430,1799,2639,1,1
5,1900,1900,3599,4439,3,1
6,2373,2373,3599,4439,3,1
7,2893,2893,3599,4439,3,1
8,3655,3655,5399,6239,4,0
9,3879,3879,5399,6239,4,0
10,4506,4506,5399,6239,4,0
11,4557,4557,5399,6239,4,0
12,4699,4699,5399,6239,5,1
13,5100,5100,5399,6239,5,1
14,5261,5261,5399,6239,4,0
15,5485,5485,7199,8039,7,1
16,5602,5602,7199,8039,6,0
17,5732,5732,7199,8039,6,0
18,5789,5789,7199,8039,6,0
19,5902,5902,7199,8039,7,1
20,6037,6037,7199,8039,6,0
21,6146,6146,7199,8039,6,0
22,6478,6478,7199,8039,6,0
23,7352,7352,8999,9839,9,1
24,7414,7414,8999,9839,8,0
25,7636,7636,8999,9839,9,1
26,7907,7907,8999,9839,9,1
27,7978,7978,8999,9839,9,1
28,8516,8516,8999,9839,8,0
29,8536,8536,8999,9839,9,1
30,8854,8854,8999,9839,9,1
31,9556,9556,10799,11639,10,0
32,10049,10049,10799,11639,11,1
33,10244,10244,10799,11639,10,0
34,10735,10735,10799,11639,11,1
35,11077,11077,12599,13439,13,1
36,11473,11473,12599,13439,13,1
37,11671,11671,12599,13439,13,1
38,11676,11676,12599,13439,13,1
39,11799,11799,12599,13439,12,0
40,11934,11934,12599,13439,13,1
41,11952,11952,12599,13439,13,1
42,12334,12334,12599,13439,13,1
43,12367,12367,12599,13439,13,1
44,12924,12924,14399,15239,15,1
45,14136,14136,14399,15239,15,1
46,14957,14957,16199,17039,16,0
47,15112,15112,16199,17039,17,1
48,16119,16119,16199,17039,16,0
49,16287,16287,17999,18839,19,1
50,16732,16732,17999,18839,19,1
51,16941,16941,17999,18839,18,0
52,17215,17215,17999,18839,18,0
53,17557,17557,17999,18839,19,1
54,17790,17790,17999,18839,18,0
55,18051,18051,19799,20639,1,0
56,18261,18261,19799,20639,0,1
57,18930,18930,19799,20639,0,1
58,19187,19187,19799,20639,1,0
59,19424,19424,19799,20639,1,0
60,19493,19493,19799,20639,1,0
61,20280,20280,21599,24396,3,0
62,20296,20296,21599,24396,3,0
63,20327,20327,21599,24396,3,0
64,20442,20442,21599,24396,3,0
65,20511,20511,21599,24396,3,0
66,20697,20697,21599,24396,2,1
67,21095,21095,21599,24396,2,1
68,21466,21466,21599,24396,2,1
69,21615,21615,21869,24669,4,1
70,21621,21621,21810,24610,5,0
71,21622,21622,21810,24610,5,0
72,21626,21626,21869,24669,4,1
73,21649,21649,21869,24669,4,1
74,21651,21651,21869,24669,4,1
75,21655,21655,21810,24610,5,0
76,21666,21666,21869,24669,4,1
77,21676,21676,21810,24610,5,0
78,21683,21683,21810,24610,5,0
79,21686,21686,21810,24610,5,0
80,21687,21687,21810,24610,5,0
81,21693,21693,21810,24610,5,0
82,21694,21694,21869,24669,4,1
83,21703,21703,21869,24669,4,1
84,21706,21706,21810,24610,5,0
85,21710,21710,21810,24610,5,0
86,21718,21718,21869,24669,4,1
87,21721,21721,21869,24669,4,1
88,21725,21725,21869,24669,4,1
89,21730,21730,21869,24669,4,1
90,21732,21732,21810,24610,5,0
91,21732,21732,21869,24669,4,1
92,21739,21739,21810,24610,5,0
93,21740,21740,21869,24669,4,1
94,21756,21756,21810,24610,5,0
95,21758,21758,21869,24669,4,1
96,21766,21766,21810,24610,5,0
97,21769,21769,21810,24610,5,0
98,21787,21787,21869,24669,4,1
99,21791,21791,21869,24669,4,1
100,21793,21793,21810,24610,5,0
101,21794,21794,21869,24669,4,1
102,21796,21796,21810,24610,5,0
103,21796,21796,21869,24669,4,1
104,21797,21797,21810,24610,5,0
105,21802,21802,21810,24610,5,0
106,21810,21810,21810,24610,5,0
107,21828,21828,21869,24669,4,1
108,21829,21829,22042,24842,7,0
109,21851,21851,22042,24842,7,0
110,21857,21857,22042,24842,7,0
111,21861,21861,22042,24842,7,0
112,21869,21869,21869,24669,4,1
113,21871,21871,22042,24842,7,0
114,21882,21882,22042,24842,7,0
115,21890,21890,22189,24989,6,1
116,21898,21898,22189,24989,6,1
117,21901,21901,22042,24842,7,0
118,21915,21915,22189,24989,6,1
119,21918,21918,22189,24989,6,1
120,21925,21925,22189,24989,6,1
121,21946,21946,22042,24842,7,0
122,21968,21968,22189,24989,6,1
123,21971,21971,22042,24842,7,0
124,21975,21975,22042,24842,7,0
125,21978,21978,22042,24842,7,0
126,21980,21980,22042,24842,7,0
127,21982,21982,22189,24989,6,1
128,21985,21985,22042,24842,7,0
129,21990,21990,22042,24842,7,0
130,21995,21995,22042,24842,7,0
131,21995,21995,22189,24989,6,1
132,21997,21997,22042,24842,7,0
133,21999,21999,22042,24842,7,0
134,22002,22002,22189,24989,6,1
135,22014,22014,22042,24842,7,0
136,22033,22033,22189,24989,6,1
137,22035,22035,22042,24842,7,0
138,22035,22035,22189,24989,6,1
139,22039,22039,22189,24989,6,1
140,22042,22042,22042,24842,7,0
141,22056,22056,22238,25038,9,0
142,22058,22058,22238,25038,9,0
143,22064,22064,22238,25038,9,0
144,22065,22065,22238,25038,9,0
145,22065,22065,22189,24989,6,1
146,22071,22071,22189,24989,6,1
147,22072,22072,22238,25038,9,0
148,22075,22075,22238,25038,9,0
149,22083,22083,22189,24989,6,1
150,22100,22100,22238,25038,9,0
151,22108,22108,22238,25038,9,0
152,22113,22113,22238,25038,9,0
153,22117,22117,22189,24989,6,1
154,22125,22125,22238,25038,9,0
155,22149,22149,22238,25038,9,0
156,22154,22154,22189,24989,6,1
157,22158,22158,22189,24989,6,1
